sigla_provincia;codice_istat;denominazione_ita;codice_belfiore;data_inizio_validita;data_fine_validita;stato_validita
TN;022829;COMANO;C915;14/02/1923;02/04/1928;Inattivo
MS;045005;COMANO;C914;22/08/1919;;Attivo
TN;802131;COMANO;C915;16/10/1920;13/02/1923;Inattivo
TN;022228;"COMANO TERME";M314;01/01/2010;;Attivo
TN;022830;COMASINE;C916;14/02/1923;11/08/1928;Inattivo
TN;802132;COMASINE;C916;16/10/1920;13/02/1923;Inattivo
MI;015083;COMAZZO;C917;17/03/1861;15/04/1992;Inattivo
LO;098020;COMAZZO;C917;16/04/1992;;Attivo
UD;030029;COMEGLIANS;C918;06/04/1968;;Attivo
UD;030045;COMEGLIANS;C918;19/11/1866;05/04/1968;Inattivo
BL;025015;"COMELICO SUPERIORE";C920;19/11/1866;;Attivo
UD;030845;COMEN;C921;08/02/1923;26/04/1923;Inattivo
GO;801053;COMEN;C921;05/01/1921;07/02/1923;Inattivo
UD;030845;COMENO;C921;27/04/1923;11/01/1927;Inattivo
GO;031710;COMENO;C921;12/01/1927;15/09/1947;Inattivo
VA;012055;COMERIO;C922;12/01/1927;;Attivo
CO;013428;COMERIO;C922;17/03/1861;11/01/1927;Inattivo
BS;017831;COMERO;C923;17/03/1861;02/04/1928;Inattivo
BS;017832;COMEZZANO;C924;17/03/1861;03/12/1927;Inattivo
BS;017060;COMEZZANO-CIZZAGO;C925;04/12/1927;;Attivo
NO;003052;COMIGNAGO;C926;17/03/1861;;Attivo
RG;088003;COMISO;C927;12/01/1927;;Attivo
SR;089803;COMISO;C927;17/03/1861;11/01/1927;Inattivo
AG;084016;COMITINI;C928;17/03/1861;;Attivo
CE;061840;COMIZIANO;C929;06/01/1910;11/01/1927;Inattivo
NA;063029;COMIZIANO;C929;12/01/1927;;Attivo
MN;020020;COMMESSAGGIO;C930;01/07/1868;;Attivo
TN;022064;COMMEZZADURA;C931;07/10/1928;;Attivo
NO;003841;COMNAGO;C932;17/03/1861;15/04/1928;Inattivo
CO;013075;COMO;C933;22/12/1884;;Attivo
PR;034011;COMPIANO;C934;11/08/1893;;Attivo
BG;016081;"COMUN NUOVO";C937;17/03/1861;;Attivo
AP;044015;COMUNANZA;C935;14/09/1945;;Attivo
AP;044015;COMUNANZA;C935;17/03/1861;11/04/1932;Inattivo
AP;044015;"COMUNANZA DEL LITTORIO";C935;12/04/1932;13/09/1945;Inattivo
CO;013234;"COMUNE DELLA VALSOLDA";C936;09/06/1927;18/06/1928;Inattivo
VE;027010;CONA;C938;19/11/1866;;Attivo
CB;070039;"CONCA CASALE";C941;24/02/1937;02/03/1970;Inattivo
CB;070039;"CONCA CASALE";C941;28/07/1911;13/10/1927;Inattivo
IS;094018;"CONCA CASALE";C941;03/03/1970;;Attivo
SA;065044;"CONCA DEI MARINI";C940;06/02/1863;;Attivo
CE;061031;"CONCA DELLA CAMPANIA";C939;01/09/1945;;Attivo
CE;061031;"CONCA DELLA CAMPANIA";C939;24/11/1862;11/01/1927;Inattivo
NA;063840;"CONCA DELLA CAMPANIA";C939;12/01/1927;31/08/1945;Inattivo
RO;029807;CONCADIRAME;C942;19/11/1866;03/09/1927;Inattivo
VR;023029;CONCAMARISE;C943;19/11/1866;29/05/1929;Inattivo
VR;023029;CONCAMARISE;C943;31/03/1948;;Attivo
TN;022065;CONCEI;C944;20/09/1952;31/12/2009;Inattivo
CO;013862;CONCENEDO;C945;17/03/1861;22/01/1929;Inattivo
PG;054831;CONCERVIANO;C946;17/03/1861;18/03/1923;Inattivo
RI;057023;CONCERVIANO;C946;12/01/1927;;Attivo
RM;058851;CONCERVIANO;C946;19/03/1923;11/01/1927;Inattivo
BS;017061;CONCESIO;C948;17/03/1861;;Attivo
VI;024033;CONCO;C949;19/11/1866;19/02/2019;Inattivo
VE;027011;"CONCORDIA SAGITARIA";C950;31/12/1868;10/09/1965;Inattivo
VE;027011;"CONCORDIA SAGITTARIA";C950;11/09/1965;;Attivo
MO;036010;"CONCORDIA SULLA SECCHIA";C951;14/07/1866;;Attivo
MI;015084;CONCOREZZO;C952;17/03/1861;29/06/2009;Inattivo
MB;108021;CONCOREZZO;C952;30/06/2009;;Attivo
TN;022066;CONDINO;C953;14/02/1923;31/12/2015;Inattivo
TN;802133;CONDINO;C953;16/10/1920;13/02/1923;Inattivo
RC;080029;CONDOFURI;C954;17/03/1861;;Attivo
TO;001093;CONDOVE;C955;17/03/1861;;Attivo
ME;083018;CONDRO';C956;17/03/1861;;Attivo
TV;026021;CONEGLIANO;C957;19/11/1866;;Attivo
PV;018052;CONFIENZA;C958;17/03/1861;;Attivo
PG;054832;CONFIGNI;C959;17/03/1861;18/03/1923;Inattivo
RI;057024;CONFIGNI;C959;12/01/1927;;Attivo
RM;058852;CONFIGNI;C959;19/03/1923;11/01/1927;Inattivo
CZ;079033;CONFLENTI;C960;17/03/1861;;Attivo
IM;008813;CONIO;C961;17/03/1861;07/12/1928;Inattivo
AL;006060;CONIOLO;C962;15/01/1948;;Attivo
AL;006060;CONIOLO;C962;17/03/1861;26/06/1928;Inattivo
RA;039008;CONSELICE;C963;17/03/1861;;Attivo
PD;028034;CONSELVE;C964;19/11/1866;;Attivo
CO;013076;"CONSIGLIO DI RUMO";C965;17/03/1861;11/12/1928;Inattivo
CO;013076;"CONSIGLIO DI RUMO";C965;21/03/1948;10/02/2011;Inattivo
CO;013863;CONSONNO;C966;17/03/1861;15/08/1928;Inattivo
TN;022242;CONTA';M356;01/01/2016;;Attivo
RO;029016;CONTARINA;C967;10/02/1938;31/12/1994;Inattivo
RO;029016;CONTARINA;C967;10/04/1873;13/01/1929;Inattivo
PA;082033;"CONTESSA ENTELLINA";C968;14/07/1875;;Attivo
PG;054833;CONTIGLIANO;C969;05/04/1880;18/03/1923;Inattivo
RI;057025;CONTIGLIANO;C969;12/01/1927;20/02/1928;Inattivo
RI;057025;CONTIGLIANO;C969;09/03/1946;;Attivo
RM;058853;CONTIGLIANO;C969;19/03/1923;11/01/1927;Inattivo
CO;013864;CONTRA;C970;17/03/1861;12/05/1928;Inattivo
AV;064029;CONTRADA;C971;17/03/1861;;Attivo
TE;067020;CONTROGUERRA;C972;17/03/1861;;Attivo
SA;065045;CONTRONE;C973;17/03/1861;;Attivo
SA;065046;CONTURSI;C974;17/03/1861;06/04/1974;Inattivo
SA;065046;"CONTURSI TERME";C974;07/04/1974;;Attivo
BA;072019;CONVERSANO;C975;17/03/1861;;Attivo
AV;064030;"CONZA DELLA CAMPANIA";C976;17/03/1861;;Attivo
AL;006061;CONZANO;C977;17/03/1861;;Attivo
LE;075022;COPERTINO;C978;17/03/1861;;Attivo
PV;018053;COPIANO;C979;17/03/1861;;Attivo
FE;038007;COPPARO;C980;17/03/1861;;Attivo
PV;018054;CORANA;C982;31/01/1869;;Attivo
BA;072020;CORATO;C983;17/03/1861;;Attivo
SA;065047;CORBARA;C984;17/03/1861;;Attivo
MI;015085;CORBETTA;C986;26/03/1880;;Attivo
RO;029017;CORBOLA;C987;19/11/1866;;Attivo
VT;056023;CORCHIANO;C988;12/01/1927;;Attivo
RM;058854;CORCHIANO;C988;15/01/1871;11/01/1927;Inattivo
NO;003842;CORCIAGO;C989;17/03/1861;02/05/1928;Inattivo
PG;054015;CORCIANO;C990;17/03/1861;;Attivo
UD;030046;CORDENONS;C991;19/11/1866;05/04/1968;Inattivo
PN;093017;CORDENONS;C991;06/04/1968;;Attivo
TV;026022;CORDIGNANO;C992;19/11/1866;;Attivo
UD;030047;CORDOVADO;C993;19/11/1866;05/04/1968;Inattivo
PN;093018;CORDOVADO;C993;06/04/1968;;Attivo
TN;022067;COREDO;C994;14/02/1923;31/12/2014;Inattivo
TN;802134;COREDO;C994;16/10/1920;13/02/1923;Inattivo
LU;046011;"COREGLIA ANTELMINELLI";C996;05/01/1863;;Attivo
GE;010019;"COREGLIA LIGURE";C995;03/02/1888;;Attivo
CO;013865;"CORENNO PLINIO";C997;11/03/1864;26/01/1928;Inattivo
FR;060030;"CORENO AUSONIO";C998;12/01/1927;;Attivo
CE;061841;"CORENO AUSONIO";C998;29/12/1862;11/01/1927;Inattivo
AQ;066041;CORFINIO;C999;07/12/1928;;Attivo
TS;032703;CORGNALE;D002;08/02/1923;15/09/1947;Inattivo
TS;801054;CORGNALE;D002;05/01/1921;07/02/1923;Inattivo
RM;058855;CORI;D003;15/01/1871;25/10/1934;Inattivo
LT;059006;CORI;D003;26/10/1934;;Attivo
FC;040010;CORIANO;D004;17/03/1861;15/04/1992;Inattivo
RN;099003;CORIANO;D004;16/04/1992;;Attivo
CS;078044;"CORIGLIANO CALABRO";D005;06/02/1863;30/03/2018;Inattivo
LE;075023;"CORIGLIANO D'OTRANTO";D006;28/11/1862;;Attivo
CS;078157;CORIGLIANO-ROSSANO;M403;31/03/2018;;Attivo
AN;042015;CORINALDO;D007;17/03/1861;;Attivo
TO;001094;CORIO;D008;17/03/1861;;Attivo
PA;082034;CORLEONE;D009;17/03/1861;;Attivo
SA;065048;"CORLETO MONFORTE";D011;06/02/1863;;Attivo
PZ;076029;"CORLETO PERTICARA";D010;19/01/1863;;Attivo
AO;007022;CORMAIORE;D012;21/10/1939;29/01/1946;Inattivo
MI;015086;CORMANO;D013;01/05/1871;;Attivo
UD;030846;CORMONS;D014;08/02/1923;11/01/1927;Inattivo
GO;031002;CORMONS;D014;12/01/1927;;Attivo
GO;801055;CORMONS;D014;05/01/1921;07/02/1923;Inattivo
BG;016082;"CORNA IMAGNA";D015;17/03/1861;;Attivo
BG;016249;CORNALBA;D016;22/01/1966;;Attivo
BG;016249;CORNALBA;D016;17/03/1861;23/11/1927;Inattivo
PV;018055;CORNALE;D017;17/03/1861;03/02/2014;Inattivo
PV;018191;"CORNALE E BASTIDA";M338;04/02/2014;;Attivo
MI;015087;CORNAREDO;D018;17/03/1861;;Attivo
MI;015088;CORNATE;D019;17/03/1861;21/02/1924;Inattivo
MI;015088;"CORNATE D'ADDA";D019;22/02/1924;17/12/2009;Inattivo
MB;108053;"CORNATE D'ADDA";D019;18/12/2009;;Attivo
BZ;021023;CORNEDO;B799;12/01/1927;12/04/1929;Inattivo
TN;022980;CORNEDO;B799;27/04/1923;11/01/1927;Inattivo
VI;024034;CORNEDO;D020;19/11/1866;02/05/1928;Inattivo
BZ;021023;"CORNEDO ALL'ISARCO";B799;13/04/1929;;Attivo
VI;024034;"CORNEDO VICENTINO";D020;03/05/1928;;Attivo
MI;015089;"CORNEGLIANO LAUDENSE";D021;26/05/1879;15/04/1992;Inattivo
LO;098021;"CORNEGLIANO LAUDENSE";D021;16/04/1992;;Attivo
CN;004072;"CORNELIANO D'ALBA";D022;19/12/1862;;Attivo
RM;058964;"CORNETO TARQUINIA";D024;25/09/1872;07/05/1922;Inattivo
GE;010807;"CORNIGLIANO LIGURE";D025;24/05/1880;05/02/1926;Inattivo
PR;034012;CORNIGLIO;D026;17/03/1861;;Attivo
UD;030030;"CORNO DI ROSAZZO";D027;06/04/1968;;Attivo
UD;030048;"CORNO DI ROSAZZO";D027;09/01/1947;05/04/1968;Inattivo
UD;030048;"CORNO DI ROSAZZO";D027;19/11/1866;05/05/1928;Inattivo
MI;015090;"CORNO GIOVINE";D028;08/02/1869;15/04/1992;Inattivo
LO;098022;"CORNO GIOVINE";D028;16/04/1992;;Attivo
MI;015091;CORNOVECCHIO;D029;16/08/1866;15/04/1992;Inattivo
LO;098023;CORNOVECCHIO;D029;16/04/1992;;Attivo
TV;026023;CORNUDA;D030;19/11/1866;;Attivo
UD;030847;CORONA;D031;08/02/1923;11/01/1927;Inattivo
GO;031802;CORONA;D031;12/01/1927;08/09/1928;Inattivo
GO;801056;CORONA;D031;05/01/1921;07/02/1923;Inattivo
TN;022988;"CORONA ALLA MUTA";D032;14/02/1923;26/04/1923;Inattivo
TN;802149;"CORONA ALLA MUTA";D032;16/10/1920;13/02/1923;Inattivo
RE;035020;CORREGGIO;D037;17/03/1861;;Attivo
MI;015092;CORREZZANA;D038;17/03/1861;29/06/2009;Inattivo
MB;108022;CORREZZANA;D038;30/06/2009;;Attivo
VR;023808;CORREZZO;D039;19/11/1866;14/06/1928;Inattivo
PD;028035;CORREZZOLA;D040;19/11/1866;;Attivo
CO;013077;CORRIDO;D041;17/03/1861;;Attivo
MC;043015;CORRIDONIA;D042;24/10/1931;;Attivo
TE;067021;CORROPOLI;D043;17/03/1861;;Attivo
LE;075024;CORSANO;D044;17/03/1861;;Attivo
MI;015093;CORSICO;D045;17/03/1861;;Attivo
AT;005044;CORSIONE;D046;20/10/1947;;Attivo
AL;006870;CORSIONE;D046;17/03/1861;18/07/1928;Inattivo
CO;013866;CORTABBIO;D047;17/03/1861;24/12/1927;Inattivo
BZ;021024;CORTACCIA;D048;14/03/1948;21/09/1971;Inattivo
TN;022981;CORTACCIA;D048;14/02/1923;13/03/1948;Inattivo
TN;802136;CORTACCIA;D048;16/10/1920;13/02/1923;Inattivo
BZ;021024;"CORTACCIA SULLA STRADA DEL VINO";D048;22/09/1971;;Attivo
CZ;079034;CORTALE;D049;17/03/1861;;Attivo
AT;005045;CORTANDONE;D050;02/10/1947;;Attivo
AL;006871;CORTANDONE;D050;17/03/1861;01/12/1928;Inattivo
AT;005046;CORTANZE;D051;08/04/1935;;Attivo
AL;006872;CORTANZE;D051;17/03/1861;07/04/1935;Inattivo
AT;005047;CORTAZZONE;D052;08/04/1935;;Attivo
AL;006873;CORTAZZONE;D052;17/03/1861;07/04/1935;Inattivo
BG;016820;CORTE;D053;22/07/1892;02/04/1927;Inattivo
PV;018896;"CORTE BRUGNATELLA";D054;17/03/1861;22/07/1923;Inattivo
PC;033017;"CORTE BRUGNATELLA";D054;23/07/1923;;Attivo
CR;019032;"CORTE DE' CORTESI";D055;17/03/1861;31/12/1867;Inattivo
CR;019032;"CORTE DE' CORTESI CON CIGNONE";D056;01/01/1868;;Attivo
CR;019033;"CORTE DE' FRATI";D057;05/03/1868;;Attivo
BS;017062;"CORTE FRANCA";D058;29/07/1928;;Attivo
TN;022982;"CORTE IN PUSTERIA";D059;14/02/1923;26/04/1923;Inattivo
TN;802137;"CORTE IN PUSTERIA";D059;16/10/1920;13/02/1923;Inattivo
MI;015094;"CORTE PALASIO";D068;17/03/1861;15/04/1992;Inattivo
LO;098024;"CORTE PALASIO";D068;16/04/1992;;Attivo
PC;033018;CORTEMAGGIORE;D061;17/03/1861;;Attivo
CN;004073;CORTEMILIA;D062;17/03/1861;;Attivo
BS;017833;CORTENEDOLO;D063;17/03/1861;12/08/1927;Inattivo
BS;017063;CORTENO;D064;17/03/1861;23/05/1956;Inattivo
BS;017063;"CORTENO GOLGI";D064;24/05/1956;;Attivo
CO;013078;CORTENOVA;D065;17/03/1861;15/04/1992;Inattivo
LC;097025;CORTENOVA;D065;16/04/1992;;Attivo
BG;016083;CORTENUOVA;D066;17/03/1861;;Attivo
PV;018056;CORTEOLONA;D067;17/03/1861;31/12/2015;Inattivo
PV;018192;"CORTEOLONA E GENZONE";M372;01/01/2016;;Attivo
AL;006807;CORTERANZO;D069;17/03/1861;30/11/1928;Inattivo
BZ;021819;"CORTI IN PUSTERIA";D059;12/01/1927;24/03/1929;Inattivo
TN;022982;"CORTI IN PUSTERIA";D059;27/04/1923;11/01/1927;Inattivo
BS;017834;"CORTICELLE PIEVE";D073;22/09/1862;27/07/1928;Inattivo
AT;005048;CORTIGLIONE;D072;08/04/1935;;Attivo
AL;006874;CORTIGLIONE;D072;16/02/1863;07/04/1935;Inattivo
PR;034802;"CORTILE SAN MARTINO";D074;17/03/1861;28/05/1943;Inattivo
BZ;021025;"CORTINA ALL'ADIGE";D075;12/01/1927;27/06/1928;Inattivo
BZ;021025;"CORTINA ALL'ADIGE";D075;17/05/1952;21/09/1971;Inattivo
TN;022983;"CORTINA ALL'ADIGE";D075;14/02/1923;11/01/1927;Inattivo
TN;802139;"CORTINA ALL'ADIGE";D075;16/10/1920;13/02/1923;Inattivo
BL;025016;"CORTINA D'AMPEZZO";A266;27/04/1923;;Attivo
BZ;021025;"CORTINA SULLA STRADA DEL VINO";D075;22/09/1971;;Attivo
TE;067022;CORTINO;D076;28/01/1869;;Attivo
AR;051017;CORTONA;D077;17/03/1861;;Attivo
TE;067814;CORVARA;D078;17/03/1861;11/01/1927;Inattivo
PE;068016;CORVARA;D078;12/01/1927;;Attivo
BZ;021026;"CORVARA IN BADIA";D079;17/10/1938;;Attivo
TN;022984;"CORVARA IN BADIA";D079;14/02/1923;14/09/1925;Inattivo
TN;802140;"CORVARA IN BADIA";D079;16/10/1920;13/02/1923;Inattivo
BZ;021820;"CORVARA IN PASSIRIA";D080;12/01/1927;15/06/1928;Inattivo
TN;022985;"CORVARA IN PASSIRIA";D080;14/02/1923;11/01/1927;Inattivo
TN;802141;"CORVARA IN PASSIRIA";D080;16/10/1920;13/02/1923;Inattivo
PV;018057;"CORVINO SAN QUIRICO";D081;09/03/1877;;Attivo
BS;017064;CORZANO;D082;17/03/1861;;Attivo
BZ;021821;CORZES;D083;12/01/1927;12/05/1928;Inattivo
TN;022986;CORZES;D083;14/02/1923;11/01/1927;Inattivo
TN;802142;CORZES;D083;16/10/1920;13/02/1923;Inattivo
UD;030848;COSBANA;D084;08/02/1923;26/04/1923;Inattivo
GO;801057;COSBANA;D084;05/01/1921;07/02/1923;Inattivo
UD;030848;"COSBANA DEL COLLIO";D084;27/04/1923;11/01/1927;Inattivo
GO;031803;"COSBANA DEL COLLIO";D084;12/01/1927;06/03/1928;Inattivo
UD;030031;COSEANO;D085;06/04/1968;;Attivo
UD;030049;COSEANO;D085;19/11/1866;05/04/1968;Inattivo
CS;078045;COSENZA;D086;26/10/1893;;Attivo
IM;008023;"COSIO D'ARROSCIA";D087;10/11/1862;;Attivo
SO;014024;"COSIO VALTELLINO";D088;13/07/1863;;Attivo
RC;080030;COSOLETO;D089;17/03/1861;;Attivo
TS;032704;COSSANA;D090;08/02/1923;15/09/1947;Inattivo
TS;801058;COSSANA;D090;05/01/1921;07/02/1923;Inattivo
CN;004074;"COSSANO BELBO";D093;17/03/1861;;Attivo
TO;001095;"COSSANO CANAVESE";D092;15/01/1947;;Attivo
TO;001095;"COSSANO CANAVESE";D092;01/04/1864;11/01/1927;Inattivo
AO;007837;"COSSANO CANAVESE";D092;12/01/1927;02/03/1929;Inattivo
VC;002046;COSSATO;D094;12/01/1927;15/04/1992;Inattivo
NO;003958;COSSATO;D094;17/03/1861;11/01/1927;Inattivo
BI;096020;COSSATO;D094;16/04/1992;;Attivo
SV;009026;COSSERIA;D095;12/01/1927;;Attivo
GE;010872;COSSERIA;D095;17/03/1861;11/01/1927;Inattivo
AP;044016;COSSIGNANO;D096;17/03/1861;;Attivo
VC;002811;COSSILA;D097;12/01/1927;02/08/1940;Inattivo
NO;003959;COSSILA;D097;17/03/1861;11/01/1927;Inattivo
BS;017835;COSSIRANO;D098;17/03/1861;23/01/1929;Inattivo
NO;003053;COSSOGNO;D099;17/03/1861;22/05/1992;Inattivo
VB;103023;COSSOGNO;D099;23/05/1992;;Attivo
SS;090027;COSSOINE;D100;17/03/1861;31/03/2025;Inattivo
SS;112020;Cossoine;D100;01/04/2025;;Attivo
AT;005049;COSSOMBRATO;D101;08/04/1935;;Attivo
AL;006875;COSSOMBRATO;D101;17/03/1861;07/04/1935;Inattivo
IM;008814;"COSTA D'ONEGLIA";D104;10/11/1862;28/11/1923;Inattivo
PV;018058;"COSTA DE' NOBILI";D109;13/04/1863;;Attivo
BG;016084;"COSTA DI MEZZATE";D110;17/03/1861;18/08/1927;Inattivo
BG;016084;"COSTA DI MEZZATE";D110;27/06/1964;;Attivo
BG;016084;"COSTA DI MONTICELLI";D110;19/08/1927;26/06/1964;Inattivo
RO;029018;"COSTA DI ROVIGO";D105;22/07/1867;;Attivo
CO;013079;"COSTA MASNAGA";D112;01/03/1870;15/04/1992;Inattivo
LC;097026;"COSTA MASNAGA";D112;16/04/1992;;Attivo
BG;016247;"COSTA SERINA";D111;17/03/1861;20/11/1927;Inattivo
BG;016247;"COSTA SERINA";D111;22/04/1948;;Attivo
BG;016085;"COSTA VALLE IMAGNA";D103;07/11/1864;;Attivo
AL;006062;"COSTA VESCOVATO";D102;23/02/1863;;Attivo
BG;016086;"COSTA VOLPINO";D117;05/09/1884;;Attivo
VI;024035;COSTABISSARA;D107;19/11/1866;;Attivo
PG;054016;COSTACCIARO;D108;17/03/1861;;Attivo
VC;002047;COSTANZANA;D113;12/01/1927;;Attivo
NO;003960;COSTANZANA;D113;01/09/1870;11/01/1927;Inattivo
IM;008024;COSTARAINERA;D114;17/03/1861;05/03/1928;Inattivo
IM;008024;COSTARAINERA;D114;03/07/1954;;Attivo
TN;022831;COSTASAVINA;D116;14/02/1923;24/01/1929;Inattivo
TN;802143;COSTASAVINA;D116;16/10/1920;13/02/1923;Inattivo
VR;023030;COSTERMANO;D118;19/11/1866;23/12/2016;Inattivo
VR;023030;"COSTERMANO SUL GARDA";D118;24/12/2016;;Attivo
AT;005050;"COSTIGLIOLE D'ASTI";D119;08/04/1935;;Attivo
AL;006876;"COSTIGLIOLE D'ASTI";D119;17/03/1861;07/04/1935;Inattivo
CN;004075;"COSTIGLIOLE SALUZZO";D120;17/03/1861;;Attivo
RA;039009;COTIGNOLA;D121;17/03/1861;;Attivo
CZ;079037;COTRONE;D122;17/03/1861;11/03/1929;Inattivo
CZ;079035;COTRONEI;D123;17/03/1861;15/04/1992;Inattivo
KR;101009;COTRONEI;D123;16/04/1992;;Attivo
PG;054834;COTTANELLO;D124;17/03/1861;18/03/1923;Inattivo
RI;057026;COTTANELLO;D124;12/01/1927;;Attivo
RM;058856;COTTANELLO;D124;19/03/1923;11/01/1927;Inattivo
TO;001894;COURMAYEUR;D012;17/03/1861;11/01/1927;Inattivo
AO;007022;COURMAYEUR;D012;12/01/1927;20/10/1939;Inattivo
AO;007022;COURMAYEUR;D012;30/01/1946;;Attivo
BZ;021822;COVELANO;C401;12/01/1927;12/05/1928;Inattivo
TN;022987;COVELANO;C401;27/04/1923;11/01/1927;Inattivo
TN;022832;COVELO;D125;14/02/1923;21/05/1928;Inattivo
TN;802145;COVELO;D125;16/10/1920;13/02/1923;Inattivo
BG;016087;COVO;D126;17/03/1861;;Attivo
PV;018059;COZZO;D127;15/06/1890;;Attivo
PZ;076808;CRACO;D128;17/03/1861;11/01/1927;Inattivo
MT;077007;CRACO;D128;12/01/1927;;Attivo
NO;003843;"CRANA GATTUGNO";D130;17/03/1861;24/03/1928;Inattivo
CO;013080;CRANDOLA;D131;17/03/1861;31/05/1928;Inattivo
CO;013080;CRANDOLA;D131;03/05/1957;02/07/1962;Inattivo
CO;013080;"CRANDOLA VALSASSINA";D131;03/07/1962;15/04/1992;Inattivo
LC;097027;"CRANDOLA VALSASSINA";D131;16/04/1992;;Attivo
VC;002048;CRAVAGLIANA;D132;12/01/1927;;Attivo
NO;003961;CRAVAGLIANA;D132;17/03/1861;11/01/1927;Inattivo
CN;004076;CRAVANZANA;D133;17/03/1861;;Attivo
NO;003054;CRAVEGGIA;D134;17/03/1861;28/06/1928;Inattivo
NO;003054;CRAVEGGIA;D134;14/12/1928;22/05/1992;Inattivo
VB;103024;CRAVEGGIA;D134;23/05/1992;;Attivo
NO;003844;CRAVEGNA;D135;17/03/1861;10/11/1928;Inattivo
VI;024036;CREAZZO;D136;19/11/1866;;Attivo
CH;069027;CRECCHIO;D137;17/03/1861;;Attivo
UD;030849;CREDA;D138;08/02/1923;11/01/1927;Inattivo
GO;031825;CREDA;D138;12/01/1927;01/05/1928;Inattivo
GO;801059;CREDA;D138;05/01/1921;07/02/1923;Inattivo
BG;016088;CREDARO;D139;17/03/1861;;Attivo
CR;019846;CREDERA;D140;13/07/1868;28/07/1928;Inattivo
CR;019034;"CREDERA RUBBIANO";D141;29/07/1928;;Attivo
CR;019035;CREMA;D142;01/04/1875;;Attivo
CO;013081;CREMELLA;D143;17/03/1861;21/11/1928;Inattivo
CO;013081;CREMELLA;D143;06/12/1953;15/04/1992;Inattivo
LC;097028;CREMELLA;D143;16/04/1992;;Attivo
VA;012056;CREMENAGA;D144;12/01/1927;;Attivo
CO;013429;CREMENAGA;D144;05/12/1893;11/01/1927;Inattivo
CO;013082;CREMENO;D145;17/03/1861;15/04/1992;Inattivo
LC;097029;CREMENO;D145;16/04/1992;;Attivo
BS;017836;CREMEZZANO;D146;17/03/1861;27/12/1927;Inattivo
CO;013083;CREMIA;D147;17/03/1861;;Attivo
CO;013867;CREMNAGO;D148;17/03/1861;15/05/1929;Inattivo
AL;006063;CREMOLINO;D149;17/03/1861;;Attivo
CR;019036;CREMONA;D150;28/08/1940;;Attivo
CR;019036;CREMONA;D150;17/03/1861;26/02/1920;Inattivo
CR;019036;"CREMONA ED UNITI";D150;27/02/1920;27/08/1940;Inattivo
CR;019037;CREMOSANO;D151;17/03/1861;;Attivo
MI;012843;CRENNA;D152;17/03/1861;14/01/1924;Inattivo
TS;032705;CRENOVIZZA;D153;08/02/1923;15/09/1947;Inattivo
TS;801060;CRENOVIZZA;D153;05/01/1921;07/02/1923;Inattivo
VC;002049;CRESCENTINO;D154;12/01/1927;;Attivo
NO;003962;CRESCENTINO;D154;17/03/1861;11/01/1927;Inattivo
MI;015868;CRESCENZAGO;D155;17/03/1861;13/10/1923;Inattivo
VI;024037;CRESPADORO;D156;19/11/1866;;Attivo
TV;026024;"CRESPANO DEL GRAPPA";D157;22/02/1920;29/01/2019;Inattivo
TV;026024;"CRESPANO VENETO";D157;25/11/1867;21/02/1920;Inattivo
BO;037023;CRESPELLANO;D158;17/03/1861;31/12/2013;Inattivo
MI;015095;CRESPIATICA;D159;27/06/1879;15/04/1992;Inattivo
LO;098025;CRESPIATICA;D159;16/04/1992;;Attivo
PI;050013;CRESPINA;D160;22/08/1902;31/12/2013;Inattivo
PI;050041;"CRESPINA LORENZANA";M328;01/01/2014;;Attivo
RO;029019;CRESPINO;D161;19/11/1866;;Attivo
NO;003055;CRESSA;D162;17/03/1861;;Attivo
CO;013868;CRESSOGNO;D163;17/03/1861;09/06/1927;Inattivo
TN;022833;CRETO;D164;14/02/1923;06/03/1928;Inattivo
TN;802146;CRETO;D164;16/10/1920;13/02/1923;Inattivo
VC;002050;CREVACUORE;D165;12/01/1927;15/04/1992;Inattivo
NO;003963;CREVACUORE;D165;17/03/1861;11/01/1927;Inattivo
BI;096021;CREVACUORE;D165;16/04/1992;;Attivo
BO;037024;CREVALCORE;D166;17/03/1861;;Attivo
CO;013869;CREVENNA;D167;17/03/1861;25/01/1928;Inattivo
NO;003056;"CREVOLA D'OSSOLA";D168;29/12/1862;16/08/1961;Inattivo
VC;002812;"CREVOLA SESIA";D169;12/01/1927;01/03/1929;Inattivo
NO;003964;"CREVOLA SESIA";D169;29/12/1862;11/01/1927;Inattivo
NO;003056;CREVOLADOSSOLA;D168;17/08/1961;22/05/1992;Inattivo
VB;103025;CREVOLADOSSOLA;D168;23/05/1992;;Attivo
NA;063030;CRISPANO;D170;17/03/1861;;Attivo
TA;073004;CRISPIANO;D171;22/12/1923;;Attivo
LE;075808;CRISPIANO;D171;29/11/1919;21/12/1923;Inattivo
CN;004077;CRISSOLO;D172;17/03/1861;;Attivo
CO;013870;CROCE;D173;17/03/1861;25/06/1928;Inattivo
VC;002813;"CROCE DI MOSSO";D174;12/01/1927;15/06/1929;Inattivo
NO;003965;"CROCE DI MOSSO";D174;17/03/1861;11/01/1927;Inattivo
GE;010020;CROCEFIESCHI;D175;17/03/1861;;Attivo
RO;029808;CROCETTA;D176;19/11/1866;07/04/1928;Inattivo
TV;026025;"CROCETTA DEL MONTELLO";C670;02/03/1929;;Attivo
TV;026025;"CROCETTA TREVIGIANA";C670;01/06/1902;01/03/1929;Inattivo
